prob_baja_2,enviados,TPR,sensibilidad,especificidad,FPR,precision,accuracy,f1,ganancia
0.003436426116838488,39914,0.961369622475856,0.961369622475856,0.7605908291960899,0.2394091708039101,0.02743398306358671,0.761991376987335,0.05334567510291574,106865000.0
0.003355704697986577,40510,0.9631255487269534,0.9631255487269534,0.7569274414875574,0.24307255851244258,0.027079733399160703,0.7583657921168027,0.052678335614300464,92675000.0
0.003115264797507788,40831,0.9640035118525022,0.9640035118525022,0.7549538992876746,0.24504610071232535,0.026891332565942543,0.7564121408098773,0.05232308791994282,84947500.0
0.003033367037411527,41820,0.9666374012291484,0.9666374012291484,0.7488729223842857,0.2511270776157143,0.026327116212338592,0.7503919551211387,0.0512581764007542,61050000.0
0.0029940119760479044,42154,0.9675153643546971,0.9675153643546971,0.7468192050325326,0.25318079496746737,0.02614224035678702,0.748358687930232,0.05090892292056453,52965000.0
0.0029455081001472753,42833,0.9692712906057945,0.9692712906057945,0.7426439298159055,0.25735607018409445,0.025774519646067286,0.744224786261973,0.050213772400618584,36492500.0
0.0029069767441860465,43177,0.9701492537313433,0.9701492537313433,0.7405285392704061,0.25947146072959393,0.025592329249368877,0.7421302760833884,0.04986912176189187,28132500.0
0.0027247956403269754,43544,0.971027216856892,0.971027216856892,0.7382713003792901,0.2617286996207099,0.025399595811133567,0.7398949070331448,0.04950428574625697,19140000.0
0.001893939393939394,44072,0.9719051799824407,0.9719051799824407,0.7350211230688581,0.26497887693114186,0.025117988745688873,0.7366735258812865,0.048970383313795315,5720000.0
0.0018050541516245488,44626,0.9727831431079894,0.9727831431079894,0.7316105954546857,0.26838940454531435,0.02482857527002196,0.7332929129614659,0.04842128263957173,-8415000.0
0.0012406947890818859,45432,0.9736611062335382,0.9736611062335382,0.7266459033581054,0.2733540966418946,0.024410107413276986,0.7283689767521618,0.04762620514912714,-29480000.0
0.0011111111111111111,46332,0.974539069359087,0.974539069359087,0.7211014832403096,0.27889851675969035,0.023957523957523957,0.7228693564586854,0.04676539360872954,-53130000.0
0.0010050251256281408,47327,0.9754170324846356,0.9754170324846356,0.7149711677819236,0.2850288322180764,0.023474972003296214,0.716787927782269,0.04584657285519746,-79392500.0
0.00045368963092348524,91410,0.9929762949956101,0.9929762949956101,0.44322057417743377,0.5567794258225662,0.012372825730226453,0.44705543715244606,0.024441106873115865,-1269675000.0
0.0004177109440267335,93804,0.9938542581211589,0.9938542581211589,0.42846217891393507,0.5715378210860649,0.012067715662445098,0.43240611449988975,0.023845886479255975,-1334410000.0
0.000407221392697163,101171,0.9964881474978051,0.9964881474978051,0.38304603903913165,0.6169539609608683,0.011218629844520663,0.3873251512701796,0.02218746945557619,-1533702500.0
0.00025348542458808617,105116,0.9973661106233538,0.9973661106233538,0.35872213142557585,0.6412778685744241,0.010807108337455764,0.3631770412287793,0.021382523175379985,-1641090000.0
8.10142990237777e-05,129803,0.9991220368744512,0.9991220368744512,0.20648185266274013,0.7935181473372599,0.00876713173039144,0.2120109747433919,0.017381741534419824,-2317782500.0
7.48839299086416e-05,143157,1.0,1.0,0.1241296370532548,0.8758703629467453,0.007956299726873292,0.13023933759584527,0.015786993402450517,-2683917500.0
0.0,143452,1.0,1.0,0.12231027783773783,0.8776897221622622,0.007939938097760923,0.1284326694593469,0.015754784184354487,-2692030000.0
0.0,144711,1.0,1.0,0.11454562274507385,0.8854543772549262,0.007870859851704432,0.12072217731069793,0.015618786424408641,-2726652500.0
0.0,145442,1.0,1.0,0.11003731228221654,0.8899626877177834,0.007831300449663783,0.11624531491144265,0.015540895477585772,-2746755000.0
0.0,146920,1.0,1.0,0.10092201424650775,0.8990779857534923,0.007752518377348217,0.10719360133264741,0.01538575838010523,-2787400000.0
0.0,147370,1.0,1.0,0.09814672052792253,0.9018532794720775,0.007728845762366832,0.10443766688714143,0.015339137695358532,-2799775000.0
0.0,148175,1.0,1.0,0.09318202843134232,0.9068179715686577,0.007686856757212755,0.0995076063790696,0.015256439449750189,-2821912500.0
0.0,150096,1.0,1.0,0.08133460791267076,0.9186653920873292,0.00758847670824006,0.08774282844614292,0.015062650841405758,-2874740000.0
0.0,152346,1.0,1.0,0.06745813931974468,0.9325418606802554,0.007476402399800454,0.07396315621861296,0.014841841222269277,-2936615000.0
0.0,153787,1.0,1.0,0.05857103210089735,0.9414289678991027,0.007406347740706302,0.06513804169422602,0.014703794069426694,-2976242500.0
0.0,154796,1.0,1.0,0.05234820685189182,0.9476517931481082,0.007358071267991421,0.058958624237524807,0.014608651040497642,-3003990000.0
0.0,155265,1.0,1.0,0.049455734065188564,0.9505442659348114,0.007335845167938685,0.05608632811543078,0.014564844888877522,-3016887500.0
0.0,155792,1.0,1.0,0.046205556754756544,0.9537944432452434,0.007311030091403923,0.05285882266480488,0.01451593375432515,-3031380000.0
0.0,159983,1.0,1.0,0.020358321255666223,0.9796416787443338,0.0071195064475600535,0.02719188652899243,0.014138354787055774,-3146632500.0
0.0,160564,1.0,1.0,0.016775108699003977,0.983224891300996,0.00709374455045963,0.02363366894490581,0.014087555580292265,-3162610000.0
0.0,160988,1.0,1.0,0.01416016528415924,0.9858398347158408,0.007075061495266728,0.021036966267362386,0.01405071332967365,-3174270000.0
0.0,161257,1.0,1.0,0.012501156372382744,0.9874988436276173,0.007063259269365051,0.019389529898826585,0.014027439099485207,-3181667500.0
0.0,162051,1.0,1.0,0.007604304788923494,0.9923956952110765,0.007028651473918705,0.01452683667720046,0.013959188675776705,-3203502500.0
0.0,162251,1.0,1.0,0.006370840913996732,0.9936291590860032,0.007019987550153774,0.013301976923642243,0.013942101719811494,-3209002500.0
0.0,163284,1.0,1.0,0.0,1.0,0.006975576296514049,0.006975576296514049,0.013854509405618436,-3237410000.0
